  -3.7548874e-01  -1.6612445e+00  -1.5152689e+00  -1.3449513e+00   5.9709239e-01   1.4863868e-01   9.2905169e-01   2.4932498e+00   1.7469805e+00   1.2850451e+00  -1.9814615e-01  -1.1397587e+00  -3.5442330e-01  -8.0242602e-01  -1.7363657e+00   5.8531870e-02  -1.2181984e-01  -9.9863376e-01  -1.0104870e+00  -7.9319633e-01
   8.6283272e-02  -8.1235993e-01  -1.3076403e+00   1.3996324e-01   3.1725318e-01  -9.1593207e-01  -1.6366667e+00  -7.1290837e-01   2.3207186e-02  -1.0276295e+00  -2.0801414e-01   4.8975473e-01   1.4226668e+00   1.1446791e+00   2.0443593e-01   9.6595527e-01  -1.3057712e+00  -7.0799059e-01  -3.1257633e-01   1.4541911e+00
   7.5550946e-02   2.9107228e-01   6.0071450e-01   1.1127049e+00   1.2518439e+00  -1.0007342e-01  -2.3879925e-03   1.0159860e+00   5.5389983e-01  -1.0089078e+00  -2.2343146e+00  -2.1284480e+00  -2.7273215e+00   5.5975977e-01  -3.9220309e-01   1.1726211e+00  -1.4367523e-01   2.6841778e-01   1.1032759e+00   8.5482554e-01
  -3.2092348e-01  -1.0752019e+00  -2.7316015e+00  -1.7401098e+00   2.4066722e-02   2.2638798e+00   1.4255001e+00   4.5040543e-02  -1.2074681e-01   7.1380154e-01   9.4605786e-01   5.0139351e-01   1.6760457e+00  -4.3921753e-01   7.9245354e-01   4.4644817e-01  -1.5444641e-01  -8.5417424e-01  -2.6671252e-01  -4.9955101e-01
  -2.2629390e-01   1.0813635e+00  -9.8690256e-01  -5.8805356e-01   7.4660748e-01   5.8591621e-01  -6.9538638e-01  -9.1711088e-01  -1.4714848e+00  -1.6236147e-01  -3.7723867e-01  -3.7804255e-01   5.6316152e-01  -2.4638923e-01   6.9301547e-01   5.2987080e-02   5.9708617e-01  -4.7212254e-01  -3.1297766e-01   1.4574826e-01
   3.7073463e-01   5.0442980e-01  -4.6656935e-01   1.2670661e-01   3.8504779e-01   3.3212245e-01   4.7642408e-01  -1.7693930e-01   8.9332036e-02   3.1002524e-03  -5.4717623e-01  -9.7782796e-01  -8.0894721e-01  -1.0301583e+00  -1.3051514e+00  -1.4494292e-01  -1.5282584e+00  -1.2527978e+00  -3.8538452e-01  -8.2934631e-01
   1.9938437e+00   6.3744960e-01   1.0872652e-01   1.2122334e+00  -3.3845370e-01   2.9974540e-01   6.9773872e-01   9.3504491e-01   3.4391695e-01  -5.0540257e-01  -3.2368055e-01  -6.4854362e-01  -2.9726146e-01   2.9327438e-01  -4.6909047e-01   2.3184962e+00   5.5440770e-01  -1.4649876e-01   7.6085572e-01   1.1111478e+00
  -4.1550796e-01  -2.0611139e+00  -2.5982291e+00  -1.2272403e+00  -4.9109713e-02   4.9026144e-01  -4.0709668e-02   1.8401016e-01  -1.7723207e+00  -5.6072781e-02   2.8742191e-02  -6.8073470e-01  -2.5782247e-01   1.3090510e+00   6.1974265e-01   3.1037765e-01  -7.5066666e-01  -1.5013664e-01  -4.5680544e-01   4.7460817e-01
   1.3946450e+00   1.2901600e+00   3.2692790e-01  -9.3063125e-01  -1.0731360e+00   8.8350238e-01   5.0778957e-01  -3.1361218e-01  -7.3453393e-01  -4.3845000e-01   1.6413758e+00   3.8787549e-01   1.2381422e+00   1.0677047e+00   1.6660793e+00   1.3336463e+00   1.4194456e+00   1.5002195e+00   1.9441460e+00   1.7491649e+00
  -4.8525643e-01  -4.3630372e-01  -7.9425888e-01  -1.8135778e+00  -6.7872162e-01  -8.5099345e-01  -5.0999566e-02   9.2464265e-01  -9.4059902e-02   1.3751296e+00  -6.3940224e-01  -1.1611940e+00   4.5943169e-01   3.9944404e-02  -1.0559694e+00  -4.4869311e-01   7.4067088e-01  -5.6797357e-01   3.6519107e-01  -3.0792156e-01
