1	-0.179 -0.487 -0.598 -0.877 -1.02 -0.878 -1 -1.39 -0.369 -0.285 0.0069 0.219 0.973 0.597 0.887 0.952 1.17 1.31 2.16 1.9 
1	-0.447 -0.59 -0.314 -0.887 -0.971 -0.183 0.157 0.562 0.777 0.814 0.563 1.22 0.833 0.626 0.428 0.342 0.22 -0.0931 0.169 0.985 
1	-0.413 -0.395 0.288 0.563 0.179 0.658 1.17 0.457 0.172 0.851 0.746 0.659 0.569 0.258 -0.237 -0.89 -0.89 -0.879 -0.657 -0.694 
1	1.63 1.14 1.43 1.09 0.625 -0.0274 0.242 0.356 1.21 0.376 0.715 0.524 -0.0658 -1.2 -0.932 -0.8 -0.636 -0.492 -1.15 -1.37 
1	-0.0592 1.16 1.18 1.06 0.495 0.375 0.8 0.642 0.749 0.636 0.587 0.794 1.03 0.758 1.08 0.954 0.426 0.136 0.438 0.517 
1	-0.806 -0.176 0.881 0.621 1.12 0.469 0.304 0.277 0.331 -0.00527 -0.206 -0.000847 -0.258 -0.0564 -0.371 0.141 0.645 0.944 0.825 1.12 
1	-0.786 0.391 1.08 0.814 0.818 0.384 0.555 1.21 0.896 0.756 0.736 1.43 0.843 0.465 0.511 0.58 0.456 0.384 0.866 1.6 
1	0.902 0.373 -0.18 -0.318 -0.578 -0.365 -0.83 -0.463 -0.105 -0.127 -0.00141 -0.202 -0.692 -0.563 -0.47 -0.709 -0.63 -1.68 -0.738 -1.3 
1	0.913 0.738 1.14 1.36 0.961 1.13 0.714 0.67 -0.563 -0.663 -0.453 0.436 0.242 0.496 -0.406 0.0241 0.348 -0.0801 0.754 0.868 
1	1.49 1.21 1.06 0.942 -0.0229 0.0885 -0.266 0.216 0.112 0.427 0.141 0.16 0.139 0.327 0.0417 -0.973 -0.0886 -0.133 0.447 0.855 
1	0.183 -0.163 0.0364 0.179 0.716 0.74 0.46 0.532 0.665 0.294 -0.142 0.247 0.624 0.0263 -0.215 0.109 0.165 0.572 0.976 0.728 
1	0.693 -0.5 -0.473 -0.25 -0.292 0.92 1.1 1.09 0.73 0.249 0.638 0.544 0.135 -0.448 -0.0587 0.318 -0.621 0.0422 0.787 0.356 
1	-0.66 -0.508 -0.693 -0.417 -0.777 -0.822 -1.3 -0.949 -1.5 -0.564 -0.683 -0.74 -1.16 -0.379 -0.366 -0.429 0.0184 0.142 0.0676 0.132 
1	0.262 0.242 -0.248 0.284 1.24 1.51 2 1.6 1.72 2.17 2.06 1.45 1.48 0.643 0.905 0.173 0.32 0.485 -0.817 -0.847 
1	-0.451 -0.223 -1.17 -1.78 -1.29 -1.01 -0.528 -0.413 -0.879 -0.285 -1.1 -1.77 -1.81 -1.47 -1.37 -1.3 -0.371 -0.237 -0.471 -0.418 
1	0.162 0.637 0.912 1.33 1.65 2.35 2.95 2.32 1.94 2.87 2.63 2.52 2.7 2.19 0.997 0.0133 -0.0807 -0.792 0.467 -0.0525 
1	-0.0625 0.0693 -0.597 -1.35 -1.39 -1.51 -1.3 -2.04 -1.77 -0.75 -0.0318 0.0477 0.0164 -0.769 -0.99 -1.38 -1.06 -0.555 -0.985 -1.26 
1	-0.887 -0.127 0.218 -0.186 -0.268 0.0599 0.251 -0.14 -0.397 -0.571 -0.674 0.11 0.555 0.941 0.416 1.1 1.12 1.44 1.42 1.42 
1	-0.0471 -0.265 -0.312 0.268 -0.0545 -0.926 -0.174 -0.452 0.000682 0.377 0.303 0.411 0.61 0.0702 -0.0533 -0.113 -0.309 -0.0392 0.646 0.862 
1	-0.67 -0.19 -0.131 -0.409 -0.411 -0.978 -0.831 -0.356 -0.633 -0.311 0.0833 -0.238 -0.454 -0.0778 0.301 0.126 0.606 0.585 0.335 0.241 
1	0.844 0.94 0.699 0.455 0.846 0.368 0.235 0.0413 0.589 0.527 1.04 1.1 1.8 2.28 2.33 2.41 2.31 2.56 1.5 1.41 
1	0.409 0.252 0.724 0.356 1.08 0.825 0.435 0.827 0.5 1.02 0.975 1.6 1.4 1.03 0.188 0.542 1.3 0.935 0.891 0.783 
1	-0.561 -0.912 -0.301 0.246 0.502 0.734 0.456 0.758 0.557 0.96 1.41 1.09 0.864 0.993 0.55 0.326 -0.433 -0.692 -0.183 -1.06 
1	-0.138 -0.0557 0.285 -0.194 -0.293 -0.262 0.104 -0.111 -0.472 0.0611 0.0312 -0.488 -0.512 -0.239 0.189 0.196 0.468 0.445 0.67 0.183 
1	1.04 1.79 1.6 0.669 0.102 0.67 0.623 0.159 -0.174 -0.653 -1.17 -1 -0.248 -0.891 -1.3 -0.922 -0.903 -0.914 -1.38 -1.46 
1	0.356 0.468 0.79 1.26 1.1 0.428 0.446 0.226 0.578 0.73 0.521 -0.0896 -0.106 -0.722 -0.0624 0.302 0.698 0.35 0.0481 0.844 
1	-0.635 -0.0318 -0.592 -1.11 -0.725 -1.3 -1.77 -2.12 -2.49 -2.8 -2.4 -1.99 -1.34 -1.19 -0.895 -1.93 -1.67 -1.21 -0.819 -1.19 
1	1.11 1.41 1.84 1.75 0.875 0.805 0.804 1.26 1.87 1.52 1.43 0.851 0.832 1.68 1.03 0.831 0.452 0.359 -0.304 0.332 
1	-1.59 -1.57 -1.77 -1.77 -2.35 -2.04 -1.01 -0.699 -1.16 -1.23 -1.12 -1.54 -0.641 -0.882 -0.906 -1.32 -2.01 -1.51 -0.512 -0.166 
1	-1.97 -2.57 -2.05 -2.15 -2.48 -2.14 -1.6 -1.46 -1.64 -1.44 -1.31 -1.33 -1.71 -1.77 -1.17 -0.597 -0.47 -0.271 0.104 0.0821 
1	0.86 1.5 0.901 0.704 1.08 1.08 1.39 2.12 2.28 1.78 1.85 1.79 1.75 1.16 0.817 0.961 1.06 0.933 0.988 0.621 
1	-0.282 -0.778 -0.885 -0.45 -0.83 -1.01 -0.924 -0.729 -0.187 0.643 0.528 0.621 1.18 1.38 1.02 0.519 0.3 -0.295 -0.153 -0.817 
1	-0.285 -0.684 -0.824 -0.234 -0.696 -0.622 -1.31 -0.684 0.111 -0.403 -1.29 -1.37 -1 -1.82 -1.93 -1.06 -0.499 0.234 0.106 0.182 
1	0.913 0.585 0.126 0.794 1.42 0.8 -0.298 -0.49 -0.263 -0.0494 -0.114 -0.933 -0.76 -0.862 -1.43 -1.64 -1.36 -1.23 -1.1 -1.48 
1	-1.62 -2.43 -1.96 -1.41 -1.34 -1.51 -1.06 -1.14 -1.16 -0.723 -0.896 -0.603 -0.396 -0.515 -0.339 0.46 0.89 0.801 -0.0443 -0.747 
