1	1 -0.479812 -0.492012 -1.06153 -1.74147 -2.01895 -2.17581 -1.8759 -1.77042 -1.68422 -2.40607 -2.32964 -2.26572 -2.69534 -2.66743 -2.59158 -2.49983 -2.28212 -1.82736 -1.09825 -1.41978 
1	1 -1.37035 -1.19108 -0.846882 -0.214288 -0.799699 -0.00550335 0.99741 1.27085 1.73743 1.82615 0.869597 0.260008 0.608658 0.375158 0.390674 1.1348 1.0503 1.34663 0.599483 0.374629 
1	1 0.214886 -0.00868659 -0.491073 -0.148332 -0.318275 -0.0401061 -0.224715 -0.827984 -2.08232 -1.90982 -2.36689 -1.94406 -1.41277 -0.415247 -0.377886 -0.202617 -0.399357 -0.60165 -0.901372 -0.446891 
1	1 -0.406241 -0.451998 -1.10737 -1.13035 -0.220234 -0.366422 -0.106109 -0.102549 0.29628 0.266699 0.0786362 0.277527 0.507711 0.704239 0.436202 0.381412 0.242883 0.176472 -0.269638 -0.738914 
1	1 -0.631737 -0.552092 -0.270578 -0.944958 -0.790184 -0.819653 -1.47307 -0.977825 -1.51925 -1.81136 -2.07668 -2.59947 -2.47704 -2.376 -1.63939 -1.45131 -1.22201 -1.84146 -2.36916 -2.21176 
1	1 1.63611 0.789749 0.412601 -0.133286 0.142794 0.0640147 -0.242237 -0.517296 0.481153 0.761476 1.34471 0.887421 1.04604 0.864743 0.447304 -0.000148685 0.188062 -0.0151942 -0.248996 0.117974 
1	1 1.81183 2.155 1.36603 1.89059 2.46193 2.41479 1.7177 1.04841 0.954622 0.822443 1.37726 1.39709 1.30548 1.33607 1.01101 0.294721 0.0325102 0.30416 -0.142747 -0.19453 
1	1 0.847651 0.145308 -0.157238 -0.193203 -0.472255 -0.0886139 0.50567 0.530515 0.483227 0.756535 1.31411 1.13192 1.3426 1.1121 1.00793 0.755579 0.0371545 -0.1137 0.408189 0.661303 
1	1 -1.53972 -1.10051 -0.344973 0.0212529 -0.431757 -0.504199 -0.404017 -0.301985 0.319465 -0.214759 0.159923 0.0731077 0.0375571 -0.330897 0.0737922 0.350378 0.781981 0.969469 0.923079 0.516011 
1	1 -0.127688 0.432011 -0.0217149 0.359899 0.126247 0.560295 0.291149 -0.425684 -0.920905 0.0416222 0.487662 0.612091 1.05606 0.507176 0.046662 -0.229899 0.28655 -0.0295735 -0.444623 -0.541651 
1	1 0.526515 0.759433 1.10738 0.71981 0.728956 1.54202 0.938886 0.250896 -0.434325 -0.586726 0.0849123 -0.125035 -0.349248 -0.310079 -0.373776 -0.290308 0.0751018 -0.0434685 0.331797 -0.394309 
1	1 0.603285 0.187642 0.662162 0.402642 0.281409 0.205027 0.480813 0.912829 1.16651 1.0765 0.229231 0.303538 -0.268574 -0.245063 -0.31501 -0.354989 -0.430304 -0.186631 -0.667261 -0.515318 
1	1 0.977816 1.12496 0.58144 0.59392 0.446397 0.657896 -0.184512 0.0865854 1.15481 0.699811 1.58347 1.26527 1.25605 1.03796 1.14979 1.49483 1.14985 1.74075 1.69008 1.97595 
1	1 0.469654 0.380612 0.0546545 0.302681 0.533113 0.216709 0.678186 0.641053 0.987807 -0.242147 -0.329016 -0.157363 -0.70408 0.119268 0.615206 0.960588 1.3737 1.74149 1.70058 1.64826 
1	1 0.148224 -0.228573 -1.31582 -2.21532 -1.09103 -0.657897 -0.487328 -0.230986 0.0354002 1.19891 0.747101 0.943913 0.632508 -0.0640148 0.808252 1.42634 0.663236 1.12696 0.0640981 0.552302 
1	1 -0.187664 -1.40823 -1.46477 -1.60053 -1.67602 -2.05889 -1.87721 -1.3579 -1.00065 -0.868677 -0.79125 -0.651174 -0.346835 -0.324352 0.0897334 0.0580545 -0.172857 -0.0916327 -0.158204 -0.391296 
1	1 -1.79797 -1.89613 -1.33139 -1.18954 -1.28955 -1.66095 -2.08638 -1.70154 -1.66385 -1.94848 -1.70494 -1.14208 -1.40174 -1.15487 -0.510422 -0.492373 -0.268479 -0.459176 0.0341198 0.0390345 
1	1 -0.827886 -0.188263 -0.0794082 -0.495605 -0.103331 -0.312234 -1.3001 -0.655332 -0.667136 -0.610161 -0.729543 -1.67229 -1.0864 -0.858979 -1.09073 -1.04007 -0.860112 -1.49246 -1.42695 -0.880561 
1	1 0.88472 0.706188 0.360202 0.265603 -0.135674 0.482974 0.550951 0.705238 0.713979 0.466109 0.553349 0.88313 0.520281 0.425175 0.647149 0.978392 0.998665 1.30367 0.71185 -0.0895815 
1	1 1.01394 1.08687 0.694425 1.06886 1.42215 1.29478 0.235518 -0.692444 0.420036 0.522323 -0.219834 0.0567208 -0.107484 0.460167 0.233695 -0.332225 0.334302 -1.03461 -0.64156 -0.510712 
1	1 -0.72368 -0.947695 -0.385343 0.590937 0.827638 0.889427 0.787296 0.539443 -0.262214 -0.579233 -0.625748 -0.480009 -0.723558 -0.466952 -0.00277299 1.34992 0.751392 0.659569 0.0416432 -0.545284 
1	1 -1.16179 -0.960204 -1.44519 -1.10931 -1.44 -0.969133 -0.899139 -0.55808 -0.32401 -0.575264 -0.0298191 -0.197964 -0.71115 -0.197628 -0.451026 -0.466132 0.00672143 -0.561699 -1.07407 -0.506103 
